claim_id,tier,outcome,turnaround_hours
CLM-002598,Green,Auto-approved,0.9
CLM-002599,Green,Auto-approved,3.0
CLM-002600,Green,Auto-approved,3.0
CLM-002601,Amber,Human review,64.1
CLM-002602,Green,Auto-approved,2.7
CLM-002603,Amber,Human review,43.4
CLM-002604,Green,Auto-approved,3.7
CLM-002605,Amber,Human review,34.2
CLM-002606,Green,Auto-approved,1.8
CLM-002607,Green,Auto-approved,1.0
CLM-002608,Green,Auto-approved,1.7
CLM-002609,Green,Auto-approved,0.5
CLM-002610,Green,Auto-approved,2.4
CLM-002611,Green,Auto-approved,3.5
CLM-002612,Green,Auto-approved,3.2
CLM-002613,Green,Auto-approved,0.9
CLM-002614,Green,Auto-approved,1.6
CLM-002615,Green,Auto-approved,1.2
CLM-002616,Amber,Human review,44.2
CLM-002617,Green,Auto-approved,3.6
CLM-002618,Amber,Human review,26.2
CLM-002619,Green,Auto-approved,2.9
CLM-002620,Amber,Human review,75.4
CLM-002621,Green,Auto-approved,3.3
CLM-002622,Green,Auto-approved,1.5
CLM-002623,Green,Auto-approved,3.7
CLM-002624,Amber,Human review,70.5
CLM-002625,Amber,Human review,67.7
CLM-002626,Green,Auto-approved,2.1
CLM-002627,Green,Auto-approved,1.3
CLM-002628,Red,SIU referral,221.3
CLM-002629,Amber,Human review,83.6
CLM-002630,Green,Auto-approved,2.0
CLM-002631,Amber,Human review,87.3
CLM-002632,Green,Auto-approved,3.2
CLM-002633,Green,Auto-approved,1.6
CLM-002634,Amber,Human review,81.3
CLM-002635,Amber,Human review,53.9
CLM-002636,Green,Auto-approved,1.1
CLM-002637,Green,Auto-approved,3.7
CLM-002638,Green,Auto-approved,2.4
CLM-002639,Amber,Human review,76.7
CLM-002640,Green,Auto-approved,1.8
CLM-002641,Green,Auto-approved,3.3
CLM-002642,Amber,Human review,53.4
CLM-002643,Amber,Human review,40.6
CLM-002644,Red,SIU referral,466.6
CLM-002645,Green,Auto-approved,3.8
CLM-002646,Amber,Human review,95.1
CLM-002647,Green,Auto-approved,1.5
CLM-002648,Green,Auto-approved,3.8
CLM-002649,Red,SIU referral,436.4
CLM-002650,Green,Auto-approved,1.9
CLM-002651,Green,Auto-approved,3.8
CLM-002652,Green,Auto-approved,2.4
CLM-002653,Green,Auto-approved,2.6
CLM-002654,Green,Auto-approved,2.3
CLM-002655,Amber,Human review,82.0
CLM-002656,Green,Auto-approved,2.0
CLM-002657,Amber,Human review,78.9
CLM-002658,Green,Auto-approved,1.9
CLM-002659,Green,Auto-approved,2.0
CLM-002660,Green,Auto-approved,2.9
CLM-002661,Green,Auto-approved,1.0
CLM-002662,Green,Auto-approved,3.2
CLM-002663,Amber,Human review,31.9
CLM-002664,Amber,Human review,43.0
CLM-002665,Amber,Human review,44.4
CLM-002666,Amber,Human review,91.8
CLM-002667,Green,Auto-approved,3.6
CLM-002668,Amber,Human review,52.1
CLM-002669,Red,SIU referral,440.9
CLM-002670,Amber,Human review,31.7
CLM-002671,Green,Auto-approved,2.7
CLM-002672,Green,Auto-approved,1.6
CLM-002673,Amber,Human review,38.9
CLM-002674,Amber,Human review,59.4
CLM-002675,Green,Auto-approved,0.8
CLM-002676,Green,Auto-approved,3.1
CLM-002677,Amber,Human review,67.5
CLM-002678,Green,Auto-approved,1.4
CLM-002679,Amber,Human review,92.6
CLM-002680,Green,Auto-approved,1.7
CLM-002681,Amber,Human review,73.4
CLM-002682,Amber,Human review,50.1
CLM-002683,Amber,Human review,34.2
CLM-002684,Green,Auto-approved,0.8
CLM-002685,Green,Auto-approved,3.4
CLM-002686,Amber,Human review,83.6
CLM-002687,Green,Auto-approved,3.3
CLM-002688,Amber,Human review,47.1
CLM-002689,Green,Auto-approved,1.5
CLM-002690,Green,Auto-approved,1.3
CLM-002691,Green,Auto-approved,3.9
CLM-002692,Green,Auto-approved,3.9
CLM-002693,Green,Auto-approved,3.0
CLM-002694,Green,Auto-approved,2.7
CLM-002695,Red,SIU referral,375.0
CLM-002696,Green,Auto-approved,2.1
CLM-002697,Amber,Human review,24.4
CLM-002698,Amber,Human review,44.6
CLM-002699,Red,SIU referral,143.6
CLM-002700,Green,Auto-approved,2.6
CLM-002701,Green,Auto-approved,0.8
CLM-002702,Amber,Human review,39.6
CLM-002703,Green,Auto-approved,2.5
CLM-002704,Amber,Human review,46.3
CLM-002705,Green,Auto-approved,2.6
CLM-002706,Amber,Human review,61.0
CLM-002707,Green,Auto-approved,1.1
CLM-002708,Amber,Human review,90.8
CLM-002709,Green,Auto-approved,2.7
CLM-002710,Green,Auto-approved,2.0
CLM-002711,Green,Auto-approved,0.9
CLM-002712,Amber,Human review,64.5
CLM-002713,Green,Auto-approved,0.6
CLM-002714,Amber,Human review,51.2
CLM-002715,Green,Auto-approved,3.2
CLM-002716,Red,SIU referral,235.8
CLM-002717,Amber,Human review,60.3
CLM-002718,Amber,Human review,73.9
CLM-002719,Amber,Human review,42.2
CLM-002720,Green,Auto-approved,1.1
CLM-002721,Amber,Human review,61.2
CLM-002722,Green,Auto-approved,2.2
CLM-002723,Amber,Human review,31.9
CLM-002724,Green,Auto-approved,3.9
CLM-002725,Amber,Human review,68.2
CLM-002726,Green,Auto-approved,1.5
CLM-002727,Amber,Human review,91.0
CLM-002728,Green,Auto-approved,3.7
CLM-002729,Amber,Human review,33.8
CLM-002730,Amber,Human review,54.8
CLM-002731,Amber,Human review,35.6
CLM-002732,Green,Auto-approved,2.3
CLM-002733,Green,Auto-approved,0.8
CLM-002734,Amber,Human review,95.6
CLM-002735,Green,Auto-approved,1.4
CLM-002736,Green,Auto-approved,0.8
CLM-002737,Green,Auto-approved,2.1
CLM-002738,Green,Auto-approved,1.1
CLM-002739,Green,Auto-approved,0.6
CLM-002740,Amber,Human review,93.3
CLM-002741,Green,Auto-approved,1.0
CLM-002742,Red,SIU referral,329.8
CLM-002743,Amber,Human review,71.1
CLM-002744,Green,Auto-approved,1.8
CLM-002745,Green,Auto-approved,1.1
CLM-002746,Green,Auto-approved,3.5
CLM-002747,Green,Auto-approved,3.6
CLM-002748,Green,Auto-approved,1.4
CLM-002749,Green,Auto-approved,3.9
CLM-002750,Green,Auto-approved,1.9
CLM-002751,Amber,Human review,56.5
CLM-002752,Green,Auto-approved,0.8
CLM-002753,Red,SIU referral,206.9
CLM-002754,Green,Auto-approved,1.0
CLM-002755,Amber,Human review,64.0
CLM-002756,Green,Auto-approved,2.0
CLM-002757,Amber,Human review,41.8
CLM-002758,Amber,Human review,28.3
CLM-002759,Green,Auto-approved,0.8
CLM-002760,Green,Auto-approved,1.9
CLM-002761,Green,Auto-approved,3.9
CLM-002762,Green,Auto-approved,3.5
CLM-002763,Green,Auto-approved,3.8
CLM-002764,Green,Auto-approved,3.4
CLM-002765,Amber,Human review,44.8
CLM-002766,Green,Auto-approved,2.2
CLM-002767,Green,Auto-approved,1.3
CLM-002768,Green,Auto-approved,0.7
CLM-002769,Green,Auto-approved,4.0
CLM-002770,Amber,Human review,95.3
CLM-002771,Green,Auto-approved,2.1
CLM-002772,Amber,Human review,61.7
CLM-002773,Amber,Human review,85.4
CLM-002774,Amber,Human review,45.5
CLM-002775,Green,Auto-approved,2.9
CLM-002776,Red,SIU referral,466.9
CLM-002777,Amber,Human review,64.3
CLM-002778,Amber,Human review,26.9
CLM-002779,Amber,Human review,88.1
CLM-002780,Amber,Human review,51.6
CLM-002781,Amber,Human review,66.1
CLM-002782,Amber,Human review,52.9
CLM-002783,Amber,Human review,35.4
CLM-002784,Amber,Human review,33.0
CLM-002785,Green,Auto-approved,0.9
CLM-002786,Green,Auto-approved,1.6
CLM-002787,Red,SIU referral,229.5
CLM-002788,Green,Auto-approved,1.1
CLM-002789,Green,Auto-approved,1.3
CLM-002790,Green,Auto-approved,1.3
CLM-002791,Red,SIU referral,472.7
CLM-002792,Amber,Human review,93.3
CLM-002793,Amber,Human review,78.5
CLM-002794,Green,Auto-approved,1.8
CLM-002795,Green,Auto-approved,1.7
CLM-002796,Amber,Human review,73.9
CLM-002797,Red,SIU referral,241.3
CLM-002798,Green,Auto-approved,3.4
CLM-002799,Green,Auto-approved,2.4
CLM-002800,Amber,Human review,79.3
CLM-002801,Green,Auto-approved,1.9
CLM-002802,Amber,Human review,64.5
CLM-002803,Green,Auto-approved,2.8
CLM-002804,Green,Auto-approved,4.0
CLM-002805,Red,SIU referral,310.7
CLM-002806,Red,SIU referral,266.0
CLM-002807,Green,Auto-approved,2.0
CLM-002808,Green,Auto-approved,3.4
CLM-002809,Green,Auto-approved,0.7
CLM-002810,Green,Auto-approved,3.2
CLM-002811,Amber,Human review,29.7
CLM-002812,Green,Auto-approved,1.4
CLM-002813,Green,Auto-approved,0.9
CLM-002814,Green,Auto-approved,0.6
CLM-002815,Amber,Human review,91.0
CLM-002816,Green,Auto-approved,2.2
CLM-002817,Green,Auto-approved,1.1
CLM-002818,Amber,Human review,26.0
CLM-002819,Amber,Human review,52.2
CLM-002820,Green,Auto-approved,1.2
CLM-002821,Green,Auto-approved,3.0
CLM-002822,Green,Auto-approved,1.4
CLM-002823,Amber,Human review,68.4
CLM-002824,Green,Auto-approved,3.0
CLM-002825,Green,Auto-approved,3.3
CLM-002826,Green,Auto-approved,2.5
CLM-002827,Amber,Human review,95.6
CLM-002828,Green,Auto-approved,3.1
CLM-002829,Green,Auto-approved,2.5
CLM-002830,Green,Auto-approved,1.2
CLM-002831,Amber,Human review,36.9
CLM-002832,Green,Auto-approved,2.1
CLM-002833,Green,Auto-approved,2.8
CLM-002834,Green,Auto-approved,3.1
CLM-002835,Amber,Human review,48.9
CLM-002836,Amber,Human review,49.1
CLM-002837,Green,Auto-approved,3.4
CLM-002838,Green,Auto-approved,3.6
CLM-002839,Red,SIU referral,221.0
CLM-002840,Amber,Human review,77.6
CLM-002841,Amber,Human review,82.5
CLM-002842,Green,Auto-approved,1.0
CLM-002843,Red,SIU referral,234.7
CLM-002844,Green,Auto-approved,2.7
CLM-002845,Amber,Human review,95.8
CLM-002846,Green,Auto-approved,2.6
CLM-002847,Green,Auto-approved,1.4
CLM-002848,Green,Auto-approved,0.7
CLM-002849,Green,Auto-approved,3.9
CLM-002850,Green,Auto-approved,2.0
CLM-002851,Amber,Human review,41.9
CLM-002852,Amber,Human review,34.1
CLM-002853,Green,Auto-approved,0.8
CLM-002854,Green,Auto-approved,0.7
CLM-002855,Amber,Human review,44.8
CLM-002856,Red,SIU referral,355.6
CLM-002857,Amber,Human review,64.2
CLM-002858,Green,Auto-approved,1.0
CLM-002859,Green,Auto-approved,2.4
CLM-002860,Green,Auto-approved,1.5
CLM-002861,Amber,Human review,64.3
CLM-002862,Amber,Human review,56.7
CLM-002863,Green,Auto-approved,2.6
CLM-002864,Amber,Human review,85.8
CLM-002865,Green,Auto-approved,3.1
CLM-002866,Amber,Human review,80.4
CLM-002867,Green,Auto-approved,2.3
CLM-002868,Green,Auto-approved,3.1
CLM-002869,Green,Auto-approved,2.0
CLM-002870,Green,Auto-approved,2.1
CLM-002871,Amber,Human review,82.2
CLM-002872,Amber,Human review,63.2
CLM-002873,Green,Auto-approved,2.4
CLM-002874,Red,SIU referral,439.8
CLM-002875,Amber,Human review,46.1
CLM-002876,Amber,Human review,33.8
CLM-002877,Green,Auto-approved,2.5
CLM-002878,Amber,Human review,40.4
CLM-002879,Green,Auto-approved,2.2
CLM-002880,Green,Auto-approved,0.8
CLM-002881,Green,Auto-approved,2.2
CLM-002882,Green,Auto-approved,2.8
CLM-002883,Green,Auto-approved,3.9
CLM-002884,Red,SIU referral,348.0
CLM-002885,Amber,Human review,42.8
CLM-002886,Green,Auto-approved,3.3
CLM-002887,Red,SIU referral,249.0
CLM-002888,Green,Auto-approved,1.4
CLM-002889,Green,Auto-approved,2.4
CLM-002890,Amber,Human review,79.7
CLM-002891,Green,Auto-approved,3.2
CLM-002892,Green,Auto-approved,2.5
CLM-002893,Green,Auto-approved,0.5
CLM-002894,Green,Auto-approved,1.3
CLM-002895,Green,Auto-approved,1.1
CLM-002896,Amber,Human review,77.0
CLM-002897,Amber,Human review,94.5
CLM-002898,Green,Auto-approved,1.8
CLM-002899,Amber,Human review,81.1
CLM-002900,Green,Auto-approved,2.5
CLM-002901,Green,Auto-approved,2.7
CLM-002902,Green,Auto-approved,3.1
CLM-002903,Amber,Human review,78.0
CLM-002904,Green,Auto-approved,1.2
CLM-002905,Amber,Human review,68.0
CLM-002906,Red,SIU referral,338.8
CLM-002907,Green,Auto-approved,1.9
CLM-002908,Green,Auto-approved,1.6
CLM-002909,Green,Auto-approved,1.4
CLM-002910,Green,Auto-approved,3.8
CLM-002911,Green,Auto-approved,2.8
CLM-002912,Green,Auto-approved,1.1
CLM-002913,Amber,Human review,27.3
CLM-002914,Amber,Human review,52.5
CLM-002915,Amber,Human review,53.8
CLM-002916,Green,Auto-approved,2.5
CLM-002917,Amber,Human review,83.7
CLM-002918,Green,Auto-approved,1.6
CLM-002919,Green,Auto-approved,2.7
CLM-002920,Green,Auto-approved,1.5
CLM-002921,Amber,Human review,84.3
CLM-002922,Green,Auto-approved,0.6
CLM-002923,Green,Auto-approved,1.8
CLM-002924,Amber,Human review,63.0
CLM-002925,Green,Auto-approved,3.3
CLM-002926,Green,Auto-approved,1.8
CLM-002927,Amber,Human review,75.9
CLM-002928,Red,SIU referral,406.0
CLM-002929,Green,Auto-approved,1.6
CLM-002930,Amber,Human review,76.0
CLM-002931,Green,Auto-approved,1.3
CLM-002932,Green,Auto-approved,4.0
CLM-002933,Green,Auto-approved,3.2
CLM-002934,Red,SIU referral,390.9
CLM-002935,Amber,Human review,40.6
CLM-002936,Green,Auto-approved,3.5
CLM-002937,Amber,Human review,78.7
CLM-002938,Amber,Human review,26.4
CLM-002939,Red,SIU referral,163.8
CLM-002940,Green,Auto-approved,0.9
CLM-002941,Green,Auto-approved,2.2
CLM-002942,Green,Auto-approved,2.6
CLM-002943,Green,Auto-approved,3.4
CLM-002944,Green,Auto-approved,3.5
CLM-002945,Green,Auto-approved,1.1
CLM-002946,Green,Auto-approved,1.6
CLM-002947,Amber,Human review,56.8
CLM-002948,Amber,Human review,82.9
CLM-002949,Green,Auto-approved,1.3
CLM-002950,Amber,Human review,87.0
CLM-002951,Green,Auto-approved,3.5
CLM-002952,Green,Auto-approved,3.7
CLM-002953,Green,Auto-approved,2.0
CLM-002954,Green,Auto-approved,1.6
CLM-002955,Red,SIU referral,456.3
CLM-002956,Green,Auto-approved,1.9
CLM-002957,Green,Auto-approved,1.9
CLM-002958,Amber,Human review,59.4
CLM-002959,Amber,Human review,27.8
CLM-002960,Green,Auto-approved,3.8
CLM-002961,Amber,Human review,39.6
CLM-002962,Green,Auto-approved,2.0
CLM-002963,Amber,Human review,45.8
CLM-002964,Green,Auto-approved,2.1
CLM-002965,Amber,Human review,73.7
CLM-002966,Amber,Human review,85.0
CLM-002967,Green,Auto-approved,1.8
CLM-002968,Amber,Human review,95.8
CLM-002969,Green,Auto-approved,1.0
CLM-002970,Amber,Human review,46.1
CLM-002971,Green,Auto-approved,1.7
CLM-002972,Green,Auto-approved,1.6
CLM-002973,Green,Auto-approved,2.7
CLM-002974,Green,Auto-approved,0.9
CLM-002975,Amber,Human review,60.5
CLM-002976,Green,Auto-approved,2.4
CLM-002977,Green,Auto-approved,1.8
CLM-002978,Amber,Human review,37.3
CLM-002979,Green,Auto-approved,1.8
CLM-002980,Green,Auto-approved,2.3
CLM-002981,Green,Auto-approved,2.4
CLM-002982,Green,Auto-approved,1.5
CLM-002983,Amber,Human review,25.2
CLM-002984,Amber,Human review,58.0
CLM-002985,Amber,Human review,58.5
CLM-002986,Green,Auto-approved,0.9
CLM-002987,Green,Auto-approved,1.8
CLM-002988,Amber,Human review,32.2
CLM-002989,Red,SIU referral,462.4
CLM-002990,Green,Auto-approved,3.8
CLM-002991,Green,Auto-approved,1.0
CLM-002992,Green,Auto-approved,1.0
CLM-002993,Green,Auto-approved,3.0
CLM-002994,Green,Auto-approved,0.7
CLM-002995,Green,Auto-approved,2.6
CLM-002996,Amber,Human review,26.0
CLM-002997,Green,Auto-approved,1.0
CLM-002998,Green,Auto-approved,3.1
CLM-002999,Amber,Human review,41.0
CLM-003000,Amber,Human review,65.3
CLM-003001,Amber,Human review,37.2
CLM-003002,Amber,Human review,86.9
CLM-003003,Green,Auto-approved,3.5
CLM-003004,Amber,Human review,81.9
CLM-003005,Green,Auto-approved,1.3
CLM-003006,Green,Auto-approved,0.6
CLM-003007,Amber,Human review,46.4
CLM-003008,Amber,Human review,89.0
CLM-003009,Green,Auto-approved,0.8
CLM-003010,Green,Auto-approved,4.0
CLM-003011,Green,Auto-approved,1.0
CLM-003012,Green,Auto-approved,2.4
CLM-003013,Green,Auto-approved,3.8
CLM-003014,Amber,Human review,78.9
CLM-003015,Green,Auto-approved,3.6
CLM-003016,Amber,Human review,30.0
CLM-003017,Amber,Human review,71.5
CLM-003018,Red,SIU referral,380.5
CLM-003019,Green,Auto-approved,3.9
CLM-003020,Amber,Human review,68.0
CLM-003021,Amber,Human review,91.9
CLM-003022,Green,Auto-approved,2.3
CLM-003023,Green,Auto-approved,1.1
CLM-003024,Amber,Human review,26.2
CLM-003025,Green,Auto-approved,2.7
CLM-003026,Green,Auto-approved,3.3
CLM-003027,Green,Auto-approved,3.5
CLM-003028,Amber,Human review,48.5
CLM-003029,Amber,Human review,24.3
CLM-003030,Amber,Human review,54.9
CLM-003031,Green,Auto-approved,1.9
CLM-003032,Amber,Human review,83.9
CLM-003033,Amber,Human review,73.9
CLM-003034,Green,Auto-approved,1.6
CLM-003035,Red,SIU referral,356.6
CLM-003036,Green,Auto-approved,3.9
CLM-003037,Green,Auto-approved,2.1
CLM-003038,Amber,Human review,35.0
CLM-003039,Green,Auto-approved,2.0
CLM-003040,Green,Auto-approved,3.3
CLM-003041,Green,Auto-approved,2.7
CLM-003042,Green,Auto-approved,2.1
CLM-003043,Green,Auto-approved,2.1
CLM-003044,Amber,Human review,32.0
CLM-003045,Amber,Human review,71.8
CLM-003046,Green,Auto-approved,1.8
CLM-003047,Amber,Human review,28.4
CLM-003048,Green,Auto-approved,1.0
CLM-003049,Red,SIU referral,129.6
CLM-003050,Amber,Human review,32.6
CLM-003051,Amber,Human review,48.7
CLM-003052,Red,SIU referral,285.0
CLM-003053,Amber,Human review,72.2
CLM-003054,Green,Auto-approved,2.9
CLM-003055,Red,SIU referral,281.9
CLM-003056,Green,Auto-approved,2.7
CLM-003057,Green,Auto-approved,1.5
CLM-003058,Green,Auto-approved,4.0
CLM-003059,Green,Auto-approved,1.7
CLM-003060,Green,Auto-approved,1.8
CLM-003061,Green,Auto-approved,1.1
CLM-003062,Amber,Human review,93.8
CLM-003063,Green,Auto-approved,2.9
CLM-003064,Green,Auto-approved,3.9
CLM-003065,Amber,Human review,86.4
CLM-003066,Green,Auto-approved,2.3
CLM-003067,Amber,Human review,85.1
CLM-003068,Amber,Human review,29.0
CLM-003069,Green,Auto-approved,3.1
CLM-003070,Green,Auto-approved,3.6
CLM-003071,Amber,Human review,91.7
CLM-003072,Green,Auto-approved,1.1
CLM-003073,Green,Auto-approved,2.7
CLM-003074,Amber,Human review,42.6
CLM-003075,Amber,Human review,59.7
CLM-003076,Amber,Human review,47.2
CLM-003077,Green,Auto-approved,2.6
CLM-003078,Green,Auto-approved,3.3
CLM-003079,Green,Auto-approved,2.5
CLM-003080,Green,Auto-approved,2.3
CLM-003081,Green,Auto-approved,0.6
CLM-003082,Green,Auto-approved,0.7
CLM-003083,Amber,Human review,63.6
CLM-003084,Green,Auto-approved,1.8
CLM-003085,Amber,Human review,65.0
CLM-003086,Green,Auto-approved,1.3
CLM-003087,Green,Auto-approved,3.0
CLM-003088,Green,Auto-approved,0.6
CLM-003089,Green,Auto-approved,1.2
CLM-003090,Amber,Human review,82.8
CLM-003091,Green,Auto-approved,3.1
CLM-003092,Green,Auto-approved,2.8
CLM-003093,Amber,Human review,63.3
CLM-003094,Green,Auto-approved,3.1
CLM-003095,Amber,Human review,87.7
CLM-003096,Green,Auto-approved,3.3
CLM-003097,Green,Auto-approved,0.5
CLM-003098,Amber,Human review,34.6
CLM-003099,Green,Auto-approved,1.1
CLM-003100,Amber,Human review,28.2
CLM-003101,Amber,Human review,82.3
CLM-003102,Green,Auto-approved,3.0
CLM-003103,Amber,Human review,41.5
CLM-003104,Green,Auto-approved,0.8
CLM-003105,Amber,Human review,27.9
CLM-003106,Amber,Human review,32.1
CLM-003107,Green,Auto-approved,2.0
CLM-003108,Red,SIU referral,116.9
CLM-003109,Green,Auto-approved,3.4
CLM-003110,Green,Auto-approved,3.3
CLM-003111,Amber,Human review,48.0
CLM-003112,Green,Auto-approved,0.6
CLM-003113,Green,Auto-approved,1.5
CLM-003114,Green,Auto-approved,1.7
CLM-003115,Amber,Human review,93.8
CLM-003116,Amber,Human review,78.3
CLM-003117,Green,Auto-approved,1.1
CLM-003118,Green,Auto-approved,1.3
CLM-003119,Amber,Human review,82.8
CLM-003120,Amber,Human review,73.1
CLM-003121,Green,Auto-approved,3.2
CLM-003122,Amber,Human review,43.7
CLM-003123,Green,Auto-approved,1.9
CLM-003124,Green,Auto-approved,2.0
CLM-003125,Amber,Human review,92.1
CLM-003126,Green,Auto-approved,1.3
CLM-003127,Amber,Human review,38.0
CLM-003128,Green,Auto-approved,2.5
CLM-003129,Amber,Human review,91.2
CLM-003130,Amber,Human review,87.7
CLM-003131,Green,Auto-approved,3.4
CLM-003132,Amber,Human review,85.9
CLM-003133,Green,Auto-approved,3.5
CLM-003134,Amber,Human review,27.0
CLM-003135,Amber,Human review,31.5
CLM-003136,Amber,Human review,57.0
CLM-003137,Green,Auto-approved,1.3
CLM-003138,Green,Auto-approved,2.3
CLM-003139,Green,Auto-approved,3.8
CLM-003140,Red,SIU referral,333.8
CLM-003141,Green,Auto-approved,1.1
CLM-003142,Green,Auto-approved,3.6
CLM-003143,Green,Auto-approved,1.8
CLM-003144,Amber,Human review,53.1
CLM-003145,Amber,Human review,94.0
CLM-003146,Green,Auto-approved,3.0
CLM-003147,Amber,Human review,37.4
CLM-003148,Green,Auto-approved,2.3
CLM-003149,Amber,Human review,39.7
CLM-003150,Green,Auto-approved,1.0
CLM-003151,Green,Auto-approved,3.5
CLM-003152,Amber,Human review,56.3
CLM-003153,Amber,Human review,94.1
CLM-003154,Green,Auto-approved,2.2
CLM-003155,Amber,Human review,87.9
CLM-003156,Green,Auto-approved,2.4
CLM-003157,Green,Auto-approved,3.1
CLM-003158,Green,Auto-approved,1.4
CLM-003159,Green,Auto-approved,3.4
CLM-003160,Red,SIU referral,415.5
CLM-003161,Green,Auto-approved,0.6
CLM-003162,Green,Auto-approved,2.8
CLM-003163,Amber,Human review,87.9
CLM-003164,Green,Auto-approved,2.9
CLM-003165,Amber,Human review,93.2
CLM-003166,Red,SIU referral,169.9
CLM-003167,Green,Auto-approved,0.6
CLM-003168,Amber,Human review,42.8
CLM-003169,Amber,Human review,55.4
CLM-003170,Amber,Human review,88.1
CLM-003171,Amber,Human review,49.9
CLM-003172,Green,Auto-approved,2.3
CLM-003173,Amber,Human review,54.1
CLM-003174,Green,Auto-approved,1.8
CLM-003175,Amber,Human review,68.6
CLM-003176,Green,Auto-approved,1.5
CLM-003177,Green,Auto-approved,1.9
CLM-003178,Amber,Human review,50.9
CLM-003179,Green,Auto-approved,2.2
CLM-003180,Green,Auto-approved,3.8
CLM-003181,Green,Auto-approved,1.5
CLM-003182,Green,Auto-approved,2.7
CLM-003183,Green,Auto-approved,3.3
CLM-003184,Green,Auto-approved,2.1
CLM-003185,Green,Auto-approved,3.7
CLM-003186,Amber,Human review,73.7
CLM-003187,Amber,Human review,55.0
CLM-003188,Green,Auto-approved,1.7
CLM-003189,Green,Auto-approved,2.5
CLM-003190,Green,Auto-approved,3.6
CLM-003191,Amber,Human review,41.9
CLM-003192,Green,Auto-approved,1.8
CLM-003193,Green,Auto-approved,1.5
CLM-003194,Amber,Human review,73.6
CLM-003195,Red,SIU referral,260.8
CLM-003196,Green,Auto-approved,2.5
CLM-003197,Amber,Human review,92.3
CLM-003198,Green,Auto-approved,1.9
CLM-003199,Green,Auto-approved,1.1
CLM-003200,Green,Auto-approved,1.7
CLM-003201,Green,Auto-approved,3.9
CLM-003202,Green,Auto-approved,2.6
CLM-003203,Amber,Human review,85.3
CLM-003204,Amber,Human review,62.9
CLM-003205,Green,Auto-approved,1.2
CLM-003206,Amber,Human review,85.3
CLM-003207,Green,Auto-approved,3.4
CLM-003208,Green,Auto-approved,1.9
CLM-003209,Green,Auto-approved,1.0
CLM-003210,Green,Auto-approved,3.1
CLM-003211,Amber,Human review,81.1
CLM-003212,Green,Auto-approved,2.1
CLM-003213,Green,Auto-approved,1.2
CLM-003214,Green,Auto-approved,1.6
CLM-003215,Red,SIU referral,161.3
CLM-003216,Green,Auto-approved,1.2
CLM-003217,Green,Auto-approved,3.9
CLM-003218,Red,SIU referral,354.1
CLM-003219,Green,Auto-approved,0.9
CLM-003220,Green,Auto-approved,3.5
CLM-003221,Amber,Human review,31.4
CLM-003222,Amber,Human review,86.5
CLM-003223,Amber,Human review,85.5
CLM-003224,Green,Auto-approved,2.7
CLM-003225,Amber,Human review,71.0
CLM-003226,Green,Auto-approved,3.3
CLM-003227,Green,Auto-approved,1.6
CLM-003228,Amber,Human review,85.0
CLM-003229,Green,Auto-approved,1.2
CLM-003230,Green,Auto-approved,2.8
CLM-003231,Green,Auto-approved,1.9
CLM-003232,Green,Auto-approved,2.6
CLM-003233,Amber,Human review,25.7
CLM-003234,Amber,Human review,63.6
CLM-003235,Amber,Human review,46.2
CLM-003236,Green,Auto-approved,0.9
CLM-003237,Amber,Human review,35.6
CLM-003238,Amber,Human review,27.8
CLM-003239,Green,Auto-approved,2.6
CLM-003240,Green,Auto-approved,1.0
CLM-003241,Amber,Human review,45.8
CLM-003242,Green,Auto-approved,1.0
CLM-003243,Amber,Human review,84.5
CLM-003244,Amber,Human review,77.2
CLM-003245,Green,Auto-approved,3.7
CLM-003246,Green,Auto-approved,0.7
CLM-003247,Amber,Human review,75.4
CLM-003248,Amber,Human review,56.4
CLM-003249,Green,Auto-approved,3.7
CLM-003250,Green,Auto-approved,1.3
CLM-003251,Green,Auto-approved,2.3
CLM-003252,Green,Auto-approved,3.0
CLM-003253,Green,Auto-approved,4.0
CLM-003254,Green,Auto-approved,1.9
CLM-003255,Green,Auto-approved,1.7
CLM-003256,Red,SIU referral,471.1
CLM-003257,Red,SIU referral,444.5
CLM-003258,Amber,Human review,55.2
CLM-003259,Green,Auto-approved,1.0
CLM-003260,Amber,Human review,28.3
CLM-003261,Green,Auto-approved,0.8
CLM-003262,Amber,Human review,53.4
CLM-003263,Amber,Human review,89.4
CLM-003264,Amber,Human review,92.5
CLM-003265,Green,Auto-approved,3.4
CLM-003266,Amber,Human review,46.8
CLM-003267,Red,SIU referral,386.9
CLM-003268,Amber,Human review,25.3
CLM-003269,Amber,Human review,73.1
CLM-003270,Amber,Human review,29.2
CLM-003271,Amber,Human review,26.9
CLM-003272,Amber,Human review,50.6
CLM-003273,Green,Auto-approved,0.9
CLM-003274,Green,Auto-approved,3.0
CLM-003275,Amber,Human review,33.2
CLM-003276,Amber,Human review,29.7
CLM-003277,Green,Auto-approved,3.3
CLM-003278,Amber,Human review,76.9
CLM-003279,Green,Auto-approved,3.8
CLM-003280,Green,Auto-approved,2.7
CLM-003281,Amber,Human review,43.8
CLM-003282,Amber,Human review,35.6
CLM-003283,Green,Auto-approved,0.5
CLM-003284,Green,Auto-approved,3.5
CLM-003285,Green,Auto-approved,1.1
CLM-003286,Green,Auto-approved,3.1
CLM-003287,Amber,Human review,80.4
CLM-003288,Green,Auto-approved,3.0
