policy_id,client_id,market,product_type,channel,brand,advisor_id,inception_date,sum_assured,premium,status
POL-005203,CLI-005420,Namibia,Investment,Independent Broker,Momentum,ADV-058,2021-11-21,15000,58.09,Active
POL-005204,CLI-004325,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-020,2022-02-12,100000,497.48,Active
POL-005205,CLI-003385,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-014,2023-05-26,15000,58.45,Active
POL-005206,CLI-002960,South Africa,Life,Independent Broker,Momentum,ADV-040,2026-02-01,100000,389.51,Active
POL-005207,CLI-004572,Botswana,Life,Bancassurance,Momentum,ADV-055,2024-03-24,50000,197.32,Active
POL-005208,CLI-004882,Namibia,Funeral,Independent Broker,Metropolitan,ADV-086,2022-02-04,250000,1198.59,Lapsed
POL-005209,CLI-003179,Botswana,Health,Tied Advisor,Momentum,ADV-131,2023-01-21,100000,476.18,Active
POL-005210,CLI-000205,Lesotho,Health,Bancassurance,Momentum,ADV-137,2023-11-30,100000,509.36,Active
POL-005211,CLI-000660,Botswana,Life,Direct Digital,Momentum,ADV-062,2024-03-09,250000,1146.58,Lapsed
POL-005212,CLI-000934,South Africa,Life,Tied Advisor,Momentum,ADV-085,2025-08-30,100000,500.27,Active
POL-005213,CLI-002994,Namibia,Funeral,Bancassurance,Metropolitan,ADV-003,2021-09-11,100000,434.46,Active
POL-005214,CLI-003980,Botswana,Life,Direct Digital,Momentum,ADV-136,2021-06-27,15000,60.14,Active
POL-005215,CLI-005208,South Africa,Life,Tied Advisor,Momentum,ADV-038,2025-01-25,100000,390.67,Active
POL-005216,CLI-001507,South Africa,Health,Bancassurance,Momentum,ADV-011,2022-01-04,50000,232.55,Active
POL-005217,CLI-005097,South Africa,Life,Direct Digital,Momentum,ADV-097,2024-11-18,500000,2330.75,Active
POL-005218,CLI-004316,South Africa,Funeral,Bancassurance,Metropolitan,ADV-060,2023-03-06,50000,226.07,Active
POL-005219,CLI-000335,Botswana,Funeral,Tied Advisor,Metropolitan,ADV-066,2023-05-29,15000,59.3,Lapsed
POL-005220,CLI-002276,South Africa,Funeral,Independent Broker,Metropolitan,ADV-070,2022-03-16,15000,80.52,Active
POL-005221,CLI-001961,Botswana,Investment,Bancassurance,Momentum,ADV-101,2025-05-03,15000,73.35,Lapsed
POL-005222,CLI-005745,Namibia,Health,Independent Broker,Momentum,ADV-129,2022-05-19,30000,153.24,Active
POL-005223,CLI-005969,South Africa,Health,Tied Advisor,Momentum,ADV-092,2021-07-04,50000,206.6,Active
POL-005224,CLI-005308,South Africa,Health,Tied Advisor,Momentum,ADV-098,2024-06-03,15000,71.34,Lapsed
POL-005225,CLI-003421,Lesotho,Funeral,Bancassurance,Metropolitan,ADV-130,2022-03-23,15000,58.33,Active
POL-005226,CLI-003194,Botswana,Health,Independent Broker,Momentum,ADV-126,2022-04-27,30000,116.13,Active
POL-005227,CLI-002019,South Africa,Health,Direct Digital,Momentum,ADV-028,2022-07-23,100000,399.25,Active
POL-005228,CLI-005008,South Africa,Funeral,Independent Broker,Metropolitan,ADV-055,2024-08-29,30000,135.92,Lapsed
POL-005229,CLI-000560,Lesotho,Life,Bancassurance,Momentum,ADV-079,2025-03-24,15000,58.94,Active
POL-005230,CLI-001757,Namibia,Life,Tied Advisor,Momentum,ADV-150,2026-01-16,30000,142.75,Active
POL-005231,CLI-000877,South Africa,Health,Bancassurance,Momentum,ADV-098,2026-05-18,15000,70.95,Active
POL-005232,CLI-003203,South Africa,Funeral,Direct Digital,Metropolitan,ADV-131,2022-08-12,50000,229.53,Active
POL-005233,CLI-001943,Namibia,Health,Tied Advisor,Momentum,ADV-128,2022-07-18,100000,424.14,Active
POL-005234,CLI-001280,South Africa,Investment,Tied Advisor,Momentum,ADV-147,2022-07-12,15000,81.05,Active
POL-005235,CLI-002439,South Africa,Investment,Direct Digital,Momentum,ADV-083,2022-05-27,100000,448.69,Lapsed
POL-005236,CLI-005578,Lesotho,Funeral,Bancassurance,Metropolitan,ADV-043,2021-07-10,50000,194.35,Active
POL-005237,CLI-003616,South Africa,Funeral,Independent Broker,Metropolitan,ADV-066,2024-05-28,15000,80.91,Active
POL-005238,CLI-005333,South Africa,Life,Independent Broker,Momentum,ADV-002,2021-07-16,15000,80.26,Active
POL-005239,CLI-005922,Lesotho,Funeral,Direct Digital,Metropolitan,ADV-110,2021-08-29,15000,58.71,Active
POL-005240,CLI-005846,Lesotho,Funeral,Bancassurance,Metropolitan,ADV-099,2023-06-14,15000,60.85,Active
POL-005241,CLI-002275,South Africa,Health,Independent Broker,Momentum,ADV-027,2025-07-08,30000,166.62,Active
POL-005242,CLI-005686,South Africa,Funeral,Independent Broker,Metropolitan,ADV-079,2023-11-29,250000,1156.83,Active
POL-005243,CLI-005892,Lesotho,Life,Tied Advisor,Momentum,ADV-115,2023-06-16,15000,73.26,Active
POL-005244,CLI-006218,Lesotho,Investment,Bancassurance,Momentum,ADV-125,2022-05-19,250000,1292.62,Active
POL-005245,CLI-002275,Botswana,Life,Bancassurance,Momentum,ADV-125,2024-11-13,30000,162.88,Active
POL-005246,CLI-001480,Botswana,Investment,Tied Advisor,Momentum,ADV-016,2023-01-30,30000,150.01,Active
POL-005247,CLI-003786,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-060,2026-06-13,50000,215.31,Lapsed
POL-005248,CLI-006038,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-096,2022-03-03,100000,489.45,Active
POL-005249,CLI-005836,Botswana,Funeral,Tied Advisor,Metropolitan,ADV-017,2025-05-24,250000,1221.83,Active
POL-005250,CLI-003701,South Africa,Funeral,Direct Digital,Metropolitan,ADV-032,2024-11-14,15000,74.63,Active
POL-005251,CLI-000967,Namibia,Funeral,Bancassurance,Metropolitan,ADV-151,2023-04-18,30000,159.77,Lapsed
POL-005252,CLI-002738,Namibia,Health,Independent Broker,Momentum,ADV-083,2023-06-07,15000,65.95,Lapsed
POL-005253,CLI-004627,South Africa,Investment,Tied Advisor,Momentum,ADV-093,2026-04-11,15000,62.89,Active
POL-005254,CLI-003631,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-026,2025-02-19,15000,58.05,Active
POL-005255,CLI-002239,Lesotho,Funeral,Bancassurance,Metropolitan,ADV-102,2021-09-06,50000,252.36,Active
POL-005256,CLI-002220,South Africa,Life,Tied Advisor,Momentum,ADV-146,2024-03-20,15000,77.71,Lapsed
POL-005257,CLI-000388,Botswana,Life,Tied Advisor,Momentum,ADV-154,2025-03-02,100000,422.69,Active
POL-005258,CLI-001870,South Africa,Funeral,Direct Digital,Metropolitan,ADV-030,2023-05-09,100000,485.78,Active
POL-005259,CLI-004337,South Africa,Funeral,Independent Broker,Metropolitan,ADV-036,2024-12-02,30000,135.94,Active
POL-005260,CLI-001564,South Africa,Funeral,Bancassurance,Metropolitan,ADV-093,2024-08-06,30000,126.75,Lapsed
POL-005261,CLI-006437,Namibia,Life,Tied Advisor,Momentum,ADV-142,2023-02-09,50000,234.12,Active
POL-005262,CLI-000535,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-001,2021-07-03,15000,71.53,Active
POL-005263,CLI-003815,Botswana,Health,Direct Digital,Momentum,ADV-037,2021-08-23,30000,139.43,Active
POL-005264,CLI-003218,South Africa,Funeral,Bancassurance,Metropolitan,ADV-026,2024-12-01,15000,69.27,Active
POL-005265,CLI-005399,South Africa,Life,Bancassurance,Momentum,ADV-127,2025-05-05,15000,83.31,Active
POL-005266,CLI-005752,South Africa,Life,Independent Broker,Momentum,ADV-080,2023-04-28,50000,256.29,Active
POL-005267,CLI-003522,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-115,2023-11-06,15000,65.57,Lapsed
POL-005268,CLI-004083,Lesotho,Health,Independent Broker,Momentum,ADV-007,2024-01-13,30000,165.38,Active
POL-005269,CLI-004529,Botswana,Life,Tied Advisor,Momentum,ADV-022,2025-11-18,50000,247.38,Active
POL-005270,CLI-003376,South Africa,Health,Tied Advisor,Momentum,ADV-087,2024-01-31,50000,232.31,Lapsed
POL-005271,CLI-001198,South Africa,Life,Independent Broker,Momentum,ADV-068,2024-04-27,30000,139.31,Active
POL-005272,CLI-002777,Botswana,Life,Tied Advisor,Momentum,ADV-030,2024-04-04,15000,81.6,Active
POL-005273,CLI-001566,Botswana,Funeral,Tied Advisor,Metropolitan,ADV-042,2022-02-12,15000,59.99,Active
POL-005274,CLI-003009,South Africa,Life,Tied Advisor,Momentum,ADV-117,2024-12-23,30000,160.22,Active
POL-005275,CLI-003986,Botswana,Life,Tied Advisor,Momentum,ADV-003,2026-01-03,30000,119.97,Lapsed
POL-005276,CLI-001356,South Africa,Funeral,Direct Digital,Metropolitan,ADV-139,2022-01-08,100000,385.71,Active
POL-005277,CLI-001617,South Africa,Funeral,Direct Digital,Metropolitan,ADV-026,2021-10-28,15000,77.2,Active
POL-005278,CLI-005332,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-122,2023-11-29,100000,538.66,Active
POL-005279,CLI-002448,Botswana,Funeral,Tied Advisor,Metropolitan,ADV-101,2025-04-16,15000,79.08,Active
POL-005280,CLI-001286,Botswana,Funeral,Bancassurance,Metropolitan,ADV-011,2021-11-18,30000,120.87,Active
POL-005281,CLI-004621,South Africa,Life,Tied Advisor,Momentum,ADV-123,2025-03-08,100000,387.91,Active
POL-005282,CLI-004643,South Africa,Investment,Bancassurance,Momentum,ADV-080,2022-08-21,100000,439.91,Active
POL-005283,CLI-005353,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-049,2022-05-21,30000,117.29,Active
POL-005284,CLI-004924,South Africa,Funeral,Independent Broker,Metropolitan,ADV-018,2022-05-31,15000,62.09,Active
POL-005285,CLI-006427,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-019,2024-02-05,50000,221.73,Active
POL-005286,CLI-003725,Lesotho,Funeral,Bancassurance,Metropolitan,ADV-066,2024-06-17,100000,395.03,Lapsed
POL-005287,CLI-001859,South Africa,Life,Independent Broker,Momentum,ADV-048,2023-10-11,15000,68.98,Active
POL-005288,CLI-005591,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-135,2024-06-30,15000,70.45,Lapsed
POL-005289,CLI-001716,South Africa,Investment,Independent Broker,Momentum,ADV-087,2025-06-29,30000,126.27,Active
POL-005290,CLI-001886,Namibia,Health,Independent Broker,Momentum,ADV-007,2025-08-15,50000,208.43,Active
POL-005291,CLI-005368,South Africa,Life,Direct Digital,Momentum,ADV-141,2025-02-10,30000,143.98,Active
POL-005292,CLI-005712,South Africa,Investment,Independent Broker,Momentum,ADV-041,2024-01-28,15000,68.79,Active
POL-005293,CLI-002199,South Africa,Life,Tied Advisor,Momentum,ADV-098,2022-07-24,100000,506.93,Active
POL-005294,CLI-004726,South Africa,Investment,Independent Broker,Momentum,ADV-133,2025-03-10,100000,527.47,Active
POL-005295,CLI-005977,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-107,2024-10-31,50000,240.22,Active
POL-005296,CLI-005176,Lesotho,Investment,Direct Digital,Momentum,ADV-065,2025-11-29,15000,68.36,Active
POL-005297,CLI-000033,South Africa,Funeral,Bancassurance,Metropolitan,ADV-002,2025-01-10,15000,77.89,Active
POL-005298,CLI-004306,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-038,2022-02-18,50000,259.01,Active
POL-005299,CLI-001101,South Africa,Investment,Independent Broker,Momentum,ADV-092,2024-04-25,100000,526.54,Active
POL-005300,CLI-005484,South Africa,Funeral,Bancassurance,Metropolitan,ADV-152,2025-01-26,30000,119.97,Lapsed
POL-005301,CLI-000435,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-006,2026-06-14,30000,127.37,Lapsed
POL-005302,CLI-006435,Lesotho,Funeral,Independent Broker,Metropolitan,ADV-025,2023-02-08,250000,1304.51,Active
POL-005303,CLI-001149,Botswana,Funeral,Independent Broker,Metropolitan,ADV-058,2025-10-07,30000,128.81,Active
POL-005304,CLI-002723,Botswana,Funeral,Independent Broker,Metropolitan,ADV-127,2022-11-09,250000,1142.25,Active
POL-005305,CLI-001517,South Africa,Life,Independent Broker,Momentum,ADV-153,2023-05-09,30000,133.19,Active
POL-005306,CLI-005274,Namibia,Life,Independent Broker,Momentum,ADV-029,2026-04-13,50000,203.01,Active
POL-005307,CLI-002550,Botswana,Health,Bancassurance,Momentum,ADV-093,2022-04-15,15000,68.78,Active
POL-005308,CLI-004825,South Africa,Funeral,Independent Broker,Metropolitan,ADV-155,2022-07-01,15000,73.87,Active
POL-005309,CLI-000436,South Africa,Health,Bancassurance,Momentum,ADV-160,2025-08-23,500000,2062.61,Active
POL-005310,CLI-002935,Botswana,Life,Independent Broker,Momentum,ADV-126,2026-01-14,50000,259.4,Lapsed
POL-005311,CLI-005903,South Africa,Health,Independent Broker,Momentum,ADV-125,2021-12-28,30000,118.12,Active
POL-005312,CLI-006006,South Africa,Health,Tied Advisor,Momentum,ADV-045,2025-08-02,30000,117.5,Active
POL-005313,CLI-001353,Lesotho,Investment,Independent Broker,Momentum,ADV-050,2024-05-30,15000,72.26,Active
POL-005314,CLI-002556,South Africa,Funeral,Independent Broker,Metropolitan,ADV-158,2025-11-10,100000,413.6,Lapsed
POL-005315,CLI-002651,Namibia,Life,Tied Advisor,Momentum,ADV-100,2023-12-14,15000,59.11,Active
POL-005316,CLI-003664,South Africa,Investment,Tied Advisor,Momentum,ADV-019,2024-05-25,30000,118.33,Active
POL-005317,CLI-003482,South Africa,Health,Independent Broker,Momentum,ADV-012,2022-08-17,30000,158.6,Active
POL-005318,CLI-000687,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-138,2024-05-22,50000,258.5,Active
POL-005319,CLI-004942,South Africa,Life,Tied Advisor,Momentum,ADV-021,2023-07-24,30000,136.84,Active
POL-005320,CLI-001463,Namibia,Health,Tied Advisor,Momentum,ADV-112,2023-06-25,500000,2230.48,Lapsed
POL-005321,CLI-002041,Botswana,Funeral,Independent Broker,Metropolitan,ADV-052,2022-11-12,100000,481.86,Active
POL-005322,CLI-005447,Namibia,Life,Direct Digital,Momentum,ADV-028,2023-06-22,250000,1343.15,Active
POL-005323,CLI-004469,South Africa,Health,Direct Digital,Momentum,ADV-019,2022-04-22,30000,139.95,Active
POL-005324,CLI-002570,South Africa,Life,Direct Digital,Momentum,ADV-088,2025-09-20,30000,148.16,Lapsed
POL-005325,CLI-005912,South Africa,Funeral,Direct Digital,Metropolitan,ADV-129,2023-06-29,500000,2316.82,Active
POL-005326,CLI-002554,South Africa,Life,Tied Advisor,Momentum,ADV-002,2023-05-29,15000,74.31,Active
POL-005327,CLI-003664,Namibia,Life,Tied Advisor,Momentum,ADV-113,2026-05-13,250000,1163.48,Active
POL-005328,CLI-001594,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-092,2023-11-25,15000,66.07,Active
POL-005329,CLI-001187,South Africa,Life,Tied Advisor,Momentum,ADV-128,2024-12-23,100000,478.86,Active
POL-005330,CLI-003186,South Africa,Life,Bancassurance,Momentum,ADV-094,2026-06-13,100000,508.0,Active
POL-005331,CLI-003648,Botswana,Health,Direct Digital,Momentum,ADV-021,2025-10-11,50000,236.15,Active
POL-005332,CLI-005221,South Africa,Health,Independent Broker,Momentum,ADV-066,2023-03-28,100000,497.91,Active
POL-005333,CLI-002533,Botswana,Health,Direct Digital,Momentum,ADV-158,2024-02-17,15000,81.02,Active
POL-005334,CLI-005800,Botswana,Life,Bancassurance,Momentum,ADV-132,2025-07-31,30000,130.04,Active
POL-005335,CLI-003936,Botswana,Funeral,Independent Broker,Metropolitan,ADV-057,2023-12-20,30000,130.03,Active
POL-005336,CLI-000455,South Africa,Health,Tied Advisor,Momentum,ADV-149,2022-11-08,500000,2433.77,Active
POL-005337,CLI-004789,South Africa,Funeral,Direct Digital,Metropolitan,ADV-002,2024-02-10,30000,116.85,Active
POL-005338,CLI-003725,South Africa,Life,Bancassurance,Momentum,ADV-086,2021-08-04,15000,61.7,Lapsed
POL-005339,CLI-002523,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-124,2025-11-14,15000,59.48,Active
POL-005340,CLI-003028,Namibia,Life,Tied Advisor,Momentum,ADV-108,2024-06-07,100000,459.66,Active
POL-005341,CLI-001956,Lesotho,Life,Bancassurance,Momentum,ADV-029,2022-09-30,250000,1126.62,Active
POL-005342,CLI-003980,South Africa,Funeral,Bancassurance,Metropolitan,ADV-024,2023-11-12,250000,1062.42,Active
POL-005343,CLI-003674,South Africa,Funeral,Independent Broker,Metropolitan,ADV-119,2021-08-16,15000,66.07,Active
POL-005344,CLI-002898,Lesotho,Funeral,Direct Digital,Metropolitan,ADV-160,2025-05-26,50000,214.17,Lapsed
POL-005345,CLI-001848,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-123,2024-02-14,30000,139.8,Lapsed
POL-005346,CLI-002583,Lesotho,Life,Direct Digital,Momentum,ADV-138,2021-06-27,50000,262.29,Active
POL-005347,CLI-003226,Botswana,Health,Independent Broker,Momentum,ADV-146,2023-10-07,100000,408.22,Active
POL-005348,CLI-003058,South Africa,Health,Bancassurance,Momentum,ADV-152,2021-10-26,15000,71.09,Active
POL-005349,CLI-002004,South Africa,Investment,Direct Digital,Momentum,ADV-127,2023-05-27,30000,131.19,Active
POL-005350,CLI-003771,South Africa,Funeral,Bancassurance,Metropolitan,ADV-125,2025-10-06,30000,143.18,Active
POL-005351,CLI-001468,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-127,2024-09-26,30000,137.25,Active
POL-005352,CLI-003246,Botswana,Life,Direct Digital,Momentum,ADV-052,2023-11-14,15000,64.9,Active
POL-005353,CLI-000788,South Africa,Life,Independent Broker,Momentum,ADV-087,2024-01-10,30000,132.58,Active
POL-005354,CLI-003060,South Africa,Health,Tied Advisor,Momentum,ADV-036,2023-12-31,15000,78.42,Active
POL-005355,CLI-005080,South Africa,Health,Bancassurance,Momentum,ADV-085,2021-12-14,15000,75.44,Active
POL-005356,CLI-005299,South Africa,Life,Independent Broker,Momentum,ADV-082,2022-08-05,50000,257.85,Active
POL-005357,CLI-004501,Lesotho,Life,Independent Broker,Momentum,ADV-011,2025-07-19,50000,221.17,Active
POL-005358,CLI-004832,Lesotho,Investment,Independent Broker,Momentum,ADV-014,2026-02-04,250000,1181.66,Active
POL-005359,CLI-000428,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-153,2022-03-13,30000,150.21,Active
POL-005360,CLI-002212,South Africa,Health,Tied Advisor,Momentum,ADV-089,2026-01-14,50000,272.44,Active
POL-005361,CLI-004239,South Africa,Health,Bancassurance,Momentum,ADV-006,2021-08-14,500000,2071.23,Lapsed
POL-005362,CLI-005187,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-060,2024-01-19,30000,162.76,Active
POL-005363,CLI-003777,South Africa,Investment,Independent Broker,Momentum,ADV-143,2025-08-08,100000,475.15,Active
POL-005364,CLI-005531,Namibia,Health,Independent Broker,Momentum,ADV-117,2022-07-22,500000,2309.87,Active
POL-005365,CLI-001770,South Africa,Health,Tied Advisor,Momentum,ADV-132,2026-03-18,100000,462.44,Active
POL-005366,CLI-000995,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-101,2026-05-19,15000,78.5,Active
POL-005367,CLI-000560,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-113,2023-08-04,15000,63.36,Active
POL-005368,CLI-003776,Botswana,Life,Direct Digital,Momentum,ADV-040,2025-12-05,15000,75.69,Active
POL-005369,CLI-004310,South Africa,Funeral,Direct Digital,Metropolitan,ADV-135,2021-11-11,50000,217.08,Active
POL-005370,CLI-001849,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-118,2024-01-28,50000,237.82,Active
POL-005371,CLI-005078,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-039,2022-12-06,15000,67.66,Active
POL-005372,CLI-004790,Botswana,Funeral,Independent Broker,Metropolitan,ADV-050,2024-08-06,30000,138.77,Active
POL-005373,CLI-002334,Lesotho,Health,Independent Broker,Momentum,ADV-123,2022-09-20,30000,117.0,Lapsed
POL-005374,CLI-001548,South Africa,Life,Independent Broker,Momentum,ADV-040,2023-08-31,50000,240.71,Active
POL-005375,CLI-004810,South Africa,Funeral,Independent Broker,Metropolitan,ADV-108,2025-02-15,15000,78.03,Active
POL-005376,CLI-004351,South Africa,Life,Independent Broker,Momentum,ADV-067,2022-07-01,15000,71.82,Active
POL-005377,CLI-001107,Botswana,Funeral,Tied Advisor,Metropolitan,ADV-046,2025-09-04,50000,227.35,Active
POL-005378,CLI-001653,Namibia,Funeral,Direct Digital,Metropolitan,ADV-026,2024-11-15,15000,80.95,Active
POL-005379,CLI-003149,South Africa,Life,Independent Broker,Momentum,ADV-116,2022-09-20,50000,197.26,Active
POL-005380,CLI-003312,South Africa,Life,Tied Advisor,Momentum,ADV-053,2024-10-23,30000,153.14,Active
POL-005381,CLI-001076,South Africa,Funeral,Direct Digital,Metropolitan,ADV-089,2023-01-21,30000,117.9,Active
POL-005382,CLI-006147,South Africa,Life,Tied Advisor,Momentum,ADV-042,2024-03-15,100000,470.96,Lapsed
POL-005383,CLI-002519,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-024,2024-07-08,15000,66.83,Active
POL-005384,CLI-002471,South Africa,Life,Tied Advisor,Momentum,ADV-004,2025-07-16,15000,63.93,Active
POL-005385,CLI-000393,South Africa,Funeral,Bancassurance,Metropolitan,ADV-151,2023-03-18,250000,1349.92,Active
POL-005386,CLI-005674,Namibia,Health,Independent Broker,Momentum,ADV-049,2023-09-23,50000,234.62,Active
POL-005387,CLI-001524,Botswana,Life,Independent Broker,Momentum,ADV-093,2023-09-06,15000,74.06,Active
POL-005388,CLI-006395,Botswana,Funeral,Tied Advisor,Metropolitan,ADV-075,2025-10-09,50000,258.42,Active
POL-005389,CLI-003214,South Africa,Life,Tied Advisor,Momentum,ADV-060,2025-09-04,30000,128.47,Lapsed
POL-005390,CLI-005669,Namibia,Health,Tied Advisor,Momentum,ADV-133,2022-07-21,50000,258.73,Lapsed
POL-005391,CLI-001161,Lesotho,Funeral,Independent Broker,Metropolitan,ADV-146,2021-12-29,100000,441.25,Active
POL-005392,CLI-001075,South Africa,Life,Tied Advisor,Momentum,ADV-029,2026-04-11,15000,71.01,Active
POL-005393,CLI-005191,South Africa,Health,Independent Broker,Momentum,ADV-005,2022-04-21,50000,193.72,Active
POL-005394,CLI-005311,Namibia,Funeral,Bancassurance,Metropolitan,ADV-053,2022-06-29,30000,118.8,Active
POL-005395,CLI-003519,South Africa,Investment,Independent Broker,Momentum,ADV-017,2022-01-22,30000,166.11,Lapsed
POL-005396,CLI-000209,Botswana,Funeral,Independent Broker,Metropolitan,ADV-005,2022-04-08,30000,122.52,Lapsed
POL-005397,CLI-006115,Lesotho,Health,Independent Broker,Momentum,ADV-129,2021-10-13,250000,1292.04,Lapsed
POL-005398,CLI-002549,Botswana,Health,Tied Advisor,Momentum,ADV-013,2024-06-25,50000,229.74,Active
POL-005399,CLI-006065,Botswana,Investment,Independent Broker,Momentum,ADV-012,2024-01-07,100000,408.23,Active
POL-005400,CLI-005642,Namibia,Life,Tied Advisor,Momentum,ADV-057,2021-12-06,15000,73.89,Active
POL-005401,CLI-005517,South Africa,Health,Bancassurance,Momentum,ADV-091,2024-09-22,30000,125.68,Lapsed
POL-005402,CLI-004463,South Africa,Funeral,Independent Broker,Metropolitan,ADV-080,2022-04-22,100000,501.82,Active
POL-005403,CLI-004362,Botswana,Funeral,Independent Broker,Metropolitan,ADV-120,2024-02-27,15000,60.04,Lapsed
POL-005404,CLI-003452,South Africa,Health,Direct Digital,Momentum,ADV-120,2025-02-10,500000,2324.26,Active
POL-005405,CLI-000161,Lesotho,Funeral,Tied Advisor,Metropolitan,ADV-003,2023-08-06,50000,255.18,Lapsed
POL-005406,CLI-002513,Botswana,Health,Tied Advisor,Momentum,ADV-123,2023-01-03,250000,1356.7,Active
POL-005407,CLI-004734,South Africa,Funeral,Direct Digital,Metropolitan,ADV-007,2025-12-12,15000,65.64,Active
POL-005408,CLI-005263,Botswana,Funeral,Tied Advisor,Metropolitan,ADV-147,2025-06-20,30000,127.86,Active
POL-005409,CLI-003626,South Africa,Funeral,Independent Broker,Metropolitan,ADV-049,2025-09-08,30000,127.96,Active
POL-005410,CLI-004598,Namibia,Life,Tied Advisor,Momentum,ADV-146,2022-03-31,500000,2274.78,Active
POL-005411,CLI-000141,South Africa,Funeral,Independent Broker,Metropolitan,ADV-160,2022-10-31,15000,70.68,Active
POL-005412,CLI-003035,Lesotho,Funeral,Independent Broker,Metropolitan,ADV-017,2023-05-24,50000,217.84,Active
POL-005413,CLI-003290,Namibia,Investment,Bancassurance,Momentum,ADV-061,2022-04-23,50000,273.72,Active
POL-005414,CLI-005783,South Africa,Health,Bancassurance,Momentum,ADV-018,2023-05-26,100000,502.12,Active
POL-005415,CLI-002016,South Africa,Health,Independent Broker,Momentum,ADV-155,2022-09-15,500000,2494.49,Active
POL-005416,CLI-001490,South Africa,Funeral,Bancassurance,Metropolitan,ADV-080,2023-11-14,100000,412.76,Active
POL-005417,CLI-002284,Lesotho,Funeral,Bancassurance,Metropolitan,ADV-135,2025-01-01,15000,69.67,Active
POL-005418,CLI-001104,South Africa,Life,Tied Advisor,Momentum,ADV-095,2023-07-09,100000,544.47,Active
POL-005419,CLI-003619,South Africa,Funeral,Independent Broker,Metropolitan,ADV-136,2025-01-28,30000,119.23,Lapsed
POL-005420,CLI-004165,Namibia,Life,Tied Advisor,Momentum,ADV-096,2023-05-27,50000,237.16,Active
POL-005421,CLI-005191,South Africa,Investment,Tied Advisor,Momentum,ADV-008,2023-12-09,15000,80.58,Active
POL-005422,CLI-006298,South Africa,Funeral,Bancassurance,Metropolitan,ADV-078,2023-02-09,100000,468.43,Active
POL-005423,CLI-000477,Lesotho,Investment,Bancassurance,Momentum,ADV-105,2021-11-21,30000,117.2,Lapsed
POL-005424,CLI-001602,South Africa,Funeral,Direct Digital,Metropolitan,ADV-157,2021-07-17,100000,409.64,Active
POL-005425,CLI-001949,South Africa,Funeral,Independent Broker,Metropolitan,ADV-134,2022-05-20,30000,131.88,Active
POL-005426,CLI-001618,Namibia,Funeral,Tied Advisor,Metropolitan,ADV-082,2024-07-19,50000,207.7,Active
POL-005427,CLI-005360,Lesotho,Investment,Tied Advisor,Momentum,ADV-129,2021-12-19,15000,67.78,Lapsed
POL-005428,CLI-000904,South Africa,Life,Tied Advisor,Momentum,ADV-150,2023-11-01,15000,61.4,Lapsed
POL-005429,CLI-000193,Botswana,Health,Tied Advisor,Momentum,ADV-141,2022-02-17,250000,1011.27,Active
POL-005430,CLI-005576,South Africa,Funeral,Independent Broker,Metropolitan,ADV-159,2023-05-02,50000,241.56,Active
POL-005431,CLI-006230,South Africa,Health,Independent Broker,Momentum,ADV-058,2022-10-26,15000,69.56,Lapsed
POL-005432,CLI-001467,Botswana,Life,Tied Advisor,Momentum,ADV-072,2022-07-11,50000,252.38,Active
POL-005433,CLI-002157,South Africa,Life,Tied Advisor,Momentum,ADV-003,2024-01-16,100000,425.89,Active
POL-005434,CLI-003261,South Africa,Health,Tied Advisor,Momentum,ADV-022,2025-12-03,50000,261.83,Active
POL-005435,CLI-003408,Namibia,Health,Bancassurance,Momentum,ADV-131,2024-09-24,30000,137.76,Active
POL-005436,CLI-006420,South Africa,Life,Tied Advisor,Momentum,ADV-053,2022-08-28,100000,388.62,Active
POL-005437,CLI-002619,South Africa,Funeral,Tied Advisor,Metropolitan,ADV-071,2025-09-17,15000,69.04,Active
POL-005438,CLI-000079,South Africa,Health,Independent Broker,Momentum,ADV-058,2026-01-26,50000,269.59,Active
